Speaker,Line,Episode,Arc
Saionji,"That sword, and Anthy as well, belong to me.",2,1
Paleozoic,"The Oceanic Me, ",2,1
Saionji,They are my -- Saionji Kyouichi's -- flowers.,2,1
Paleozoic,are the Paleozoic within the body.,2,1
Paleozoic,"Continuing to live, ",2,1
Saionji,Prepare to die! ,2,1
Paleozoic,"continuing to die, ",2,1
Paleozoic,the Paleozoic telling the story.,2,1
Paleozoic,"Just like the whale, I go",2,1
Paleozoic,"Just like the dolphin, I go",2,1
Paleozoic,"Just like the seal, I go",2,1
Paleozoic,"to the bottom of the sea, the oceanic me.",2,1
Paleozoic,"At the bottom of the sea, a grand history.",2,1
Paleozoic,"to the bottom of the sea, where I will be me.",2,1
Paleozoic,Ammonite! ,2,1
Touga,What happened just now? ,2,1
Touga,Is that the power to revolutionize the world?,2,1
Touga,The Power of Dios? ,2,1
Anthy,Weren't you going to lose on purpose? ,2,1
Utena,"It wasn't for you, but for Chuchu. ",2,1
Utena,"If you and Saionji were together, ",2,1
Utena,"he'd probably pick on Chuchu, right? ",2,1
ED,Missing truth and forever ,2,1
ED,Kissing love and true your heart ,2,1
ED,Embrace me with your true arms ,2,1
ED,The key to open up tomorrow is reality ,2,1
ED,I want to keep on destroying lies. ,2,1
ED,"Even if we keep on talking, ",2,1
ED,you still won't ever see. ,2,1
ED,Excuses really suit adults ,2,1
ED,who hang on to old stories. ,2,1
ED,Because unchosen angels ,2,1
ED,have no need for wings. ,2,1
ED,"Missing truth and forever, ",2,1
ED,"Kissing love and true your heart, ",2,1
ED,I will like tomorrow's new me. ,2,1
ED,"At least I believe so; I want to believe it,",2,1
ED,so I want to keep lies hating me. ,2,1
OP,"Heroically, with bravery",3,1
OP,"I'll go on with my life, ",3,1
OP,"just a long, long time. ",3,1
OP,But if the two of us should get split up,3,1
OP,"by whatever means, ",3,1
OP,"let go of me, ",3,1
OP,Take my revolution. ,3,1
Title,Utena - La Fillette Revolutionnaire ,3,1
OP,"In the sunny garden, we held each other's hands,",3,1
OP,"drew close together and soothed each other with the words,",3,1
OP,"""Neither of us will ever fall in love again.""",3,1
OP,Everytime ,3,1
OP,Into this photograph of us ,3,1
OP,"smiling cheek to cheek, ",3,1
OP,"I took a bit of loneliness, ",3,1
OP,and crammed it inside. ,3,1
OP,Revolution! ,3,1
OP,"Even in my dreams, even through my tears, ",3,1
OP,"even though I'm being hurt, ",3,1
OP,"reality is approaching now, frantically. ",3,1
OP,What I want now is to find out ,3,1
OP,"just where I belong, ",3,1
OP,"and my self-worth, up through today. ",3,1
OP,"Heroically, I'll throw away ",3,1
OP,"my clothes 'til I'm nude, ",3,1
OP,"like the roses dancing all around me, whirling free.",3,1
OP,But if the two of us should get split up,3,1
OP,"by whatever means, ",3,1
OP,"I swear to you, I will change the world. ",3,1
Narration,Once upon a time... ,3,1
Narration,...there was a princess grieving over the deaths of her mother and father.,3,1
Narration,Before this princess appeared a prince traveling upon a white horse.,3,1
Narration,"His appearance gallant and his smile gentle,",3,1
Narration,the prince enveloped the princess in the scent of roses and wiped away her tears.,3,1
Narration,"""Little lass bearing up alone under grief,",3,1
Narration,"please lose not thy strength and nobility when thou growest up.""",3,1
Narration,"""As a token of this day, please retain this.""",3,1
Narration,"""Pray, shall we meet once more?"" ",3,1
Narration,"""This ring will guide thee to me."" ",3,1
Narration,Was the ring from the prince meant as an engagement ring?,3,1
Narration,"That part was good, ",3,1
Narration,"but because of the strength of her adoration for the prince,",3,1
Narration,the princess made up her mind to become a prince herself!,3,1
Narration,But is that really good for her? ,3,1
Title,On the Night of the Ball ,3,1
Utena,And I still have this ring here. ,3,1
Utena,So that encounter was real. ,3,1
Utena,"The Duel Arena, the Rose Bride... ",3,1
Utena,Did this ring guide me to all of that? ,3,1
Anthy,"Good morning, Utena-sama. ",3,1
Utena,I'm finished. ,3,1
Utena,Will we always have to have breakfast and dinner by ourselves like this?,3,1
Anthy,It's nice and quiet. ,3,1
Utena,You're... ,3,1
Anthy,Yes? ,3,1
Utena,"You're always by yourself in class, but do you really not have any friends?",3,1
Anthy,"I do, right here. ",3,1
Utena,"Well, besides him... ",3,1
Utena,"Stop calling me ""Utena-sama,"" will you? ",3,1
Anthy,I shouldn't? ,3,1
girl,It's Utena-sama! ,3,1
girl,"Good morning, Utena-sama! ",3,1
Utena,"Hi, morning! ",3,1
girl,Utena-sama! ,3,1
girl,Good Morning! ,3,1
Utena,Morning! ,3,1
girl,'Morning! ,3,1
Utena,"I know, they call me Utena-sama, but... ",3,1
Utena,"when you say it, it doesn't sound like a joke.",3,1
Anthy,"But I've been engaged to you, Utena-sama. ",3,1
Utena,"I've told you to stop mentioning stuff like ""engagement"" and the ""Rose Bride.""",3,1
Anthy,Nevertheless... ,3,1
Utena,"Look, no matter how you look at me, I'm a regular wholesome girl.",3,1
Utena,"I'm only interested in wholesome boys, not a bride or stuff like that.",3,1
Touga,"Well, that's a relief. ",3,1
Touga,Hello! ,3,1
Touga,"I'm Kiryuu Touga, Student Council President, and a wholesome boy.",3,1
Anthy,Good morning. ,3,1
Utena,Are you two close? ,3,1
Touga,"Oh, definitely. ",3,1
Touga,"After all, she is the Rose Bride. ",3,1
Utena,I see. You're one of those Duel game freaks.,3,1
Touga,Have you mentioned it to anyone? ,3,1
Utena,Who'd try to tell anyone about a stupid thing like that?,3,1
Touga,Excellent. ,3,1
Touga,"Well, you look gallant and beautiful even when you're angry,",3,1
Touga,...Tenjou... Utena-kun. ,3,1
Utena,"Don't get too fresh with me, Mr. President. ",3,1
Touga,Take it easy. Let's be good friends. ,3,1
Touga,"You and I... aren't total strangers, after all.",3,1
Utena,Why... Why do you have that? ,3,1
Touga,"Just so I could meet you, of course. ",3,1
Utena,He couldn't be...? ,3,1
Touga,I'd like us to be really good friends. ,3,1
Utena,He couldn't be...? ,3,1
Touga,"If the egg's shell does not break, the chick will die without being born.",3,1
Touga,We are the chick; the egg is the world. ,3,1
Touga,"If the world's shell does not break, we will die without being born.",3,1
Touga,Break the world's shell! ,3,1
Touga,For the sake of revolutionizing the world!,3,1
Juri,For the sake of revolutionizing the world!,3,1
Touga,"Yesterday, Saionji fought Tenjou Utena for the second time, and was defeated.",3,1
Miki,I've heard he's locked himself in his room since yesterday and hasn't come to school.,3,1
Juri,I could care less about him. ,3,1
Juri,But Tenjou Utena... Is she trying to revolutionize the world like we are?,3,1
Touga,No. ,3,1
Touga,"Unlike us, she doesn't seem to receive the letters from the Ends of the World.",3,1
Juri,"If not, why does she bear the Rose Signet? ",3,1
Touga,"Why, indeed? ",3,1
Wakaba,UUUUUUTENA! ,3,1
Wakaba,Utena! Utena! Utena-sama! ,3,1
Utena,Wakaba... That was very close... ,3,1
Wakaba,Was it? ,3,1
Wakaba,"Oh, you were watching Touga-san! ",3,1
Wakaba,"A-ha, I see... ",3,1
Utena,You see what? ,3,1
Wakaba,But you should give up on him. ,3,1
Utena,What? ,3,1
Wakaba,"The rumor is that he's the biggest playboy in our academy, and he's reduced a lot of girls to tears.",3,1
Utena,Such a playboy would never be a prince on a white horse...,3,1
Wakaba,"By the way, who'd you get for a roommate? ",3,1
Utena,Himemiya Anthy. ,3,1
Wakaba,Really? ,3,1
Wakaba,You got stuck with a lemon. ,3,1
Utena,"By a lemon, you mean...? ",3,1
Wakaba,"She's actually more popular among guys than she might seem, and I've heard bad rumors about her.",3,1
Utena,Rumors? ,3,1
girl,It's your fault! You snared our Saionji-san and turned him into a loser!,3,1
girl,"He's been away from the Kendo Club, too! ",3,1
girl,What a dreadful girl! ,3,1
girl,Give us back our Saionji-san! ,3,1
girl,Say something! ,3,1
Nanami,What's going on here? ,3,1
girl,Nanami-sama! ,3,1
Nanami,"Pray tell, what is all this commotion? ",3,1
Nanami,"Given the circumstances, I'll have to report it to the Student Council.",3,1
girl,"Well, uh... ",3,1
girl,It's not what it seems. ,3,1
girl,Excuse us! ,3,1
Nanami,Are you alright? ,3,1
Anthy,"Yes, thank you. You're... Nanami-san, they said it was?",3,1
Nanami,"Since you're so popular among the boys, you tend to make people jealous.",3,1
Nanami,You're the most popular girl among the boys in my 7th grade class.,3,1
Nanami,"At any rate, you've been nominated for the Queen of the Ball this year.",3,1
Anthy,Queen of the Ball? ,3,1
Nanami,"This weekend, we will choose the Queen of this year's Ball, and you've been nominated.",3,1
Nanami,You should come. It'll make the boys happy.,3,1
Nanami,"And besides, I've always wanted to be your friend, too, Himemiya-sempai.",3,1
Anthy,"Oh, no! You trapped me! ",3,1
Utena,"Say, Himemiya... ",3,1
Anthy,Yes? ,3,1
Utena,You really don't have any friends? ,3,1
Anthy,"I do, right here. ",3,1
Utena,"Well, besides him, okay? ",3,1
boy,"Himemiya Anthy-sama, Tenjou Utena-sama, I have deliveries for you.",3,1
boy,"On behalf of the executive committee, I present this dress to you as proof of your nomination for Queenof the Ball.",3,1
boy,"We, the executive committee, heartily hope that you will attend the ball wearing this dress this weekend.",3,1
Utena,That's awesome. ,3,1
Anthy,"What's yours, Utena-sama? ",3,1
boy,"And, this box is for Utena-sama from President Kiryuu.",3,1
Utena,What? For me? But I have nothing to do with it. I'm not invited.,3,1
boy,There should be an invitation and a message card in the box.,3,1
boy,"Then, if you will excuse me... ",3,1
Utena,Yuck! What the heck is this? ,3,1
Utena,Does he think I'll go to the party wearing something like THIS?,3,1
Anthy,You're not going? ,3,1
Utena,Nope. Not interested. ,3,1
Anthy,"Then, neither will I. ",3,1
Utena,"How come? You're nominated for Queen of the Ball, aren't you?",3,1
Anthy,But I feel it's hard for me to deal with a place where there are so many people.,3,1
Anthy,"Somehow, they all start to look the same, and that frightens me.",3,1
Anthy,"Now, it's your turn, Chuchu. ",3,1
Utena,"Well, YOU should go. You OUGHT to go! You need friends!",3,1
Utena,"Well, you count, but... You should make a lot more friends!",3,1
Anthy,"If you insist, Utena-sama. ",3,1
card,On the night of the Ball --- Kiryuu Touga ,3,1
Utena,What in the world is he thinking anyway? ,3,1
Shadow,"I wonder, I wonder... do you know what I wonder?",3,1
Shadow," Ma'am, did you know... ",3,1
Shadow,...the whole town is talking about the upcoming ball?,3,1
Shadow,"Calling it a ""ball"" sounds nice enough, but it's really just a place for hunting boys.",3,1
Shadow,Young ladies today are so low. ,3,1
Shadow,How shameless! ,3,1
Nanami,Guess who? ,3,1
Touga,"Stop it, Nanami. ",3,1
Nanami,"It's such a lovely evening, isn't it? Onii-sama...",3,1
Touga,"You're such a baby, little sister. ",3,1
MC,"Ladies and gentlemen, welcome to this evening's Ball.",3,1
MC,We hold this Ball to celebrate a lovely spring evening with nature's blessings.,3,1
MC,We also have a contest to choose the Queen of the Ball.,3,1
MC,We beg you for your cooperation. ,3,1
girl,Utena-sama came in drag!? ,3,1
girl,How cute! ,3,1
girl,"She looks gallant in a guy's uniform, but she looks perfect in a dress, too!",3,1
girl,"Lovely, Utena-sama! ",3,1
Nanami,"How do you like it? Since you're always talking about Himemiya-san lately, I've gone ahead and invited her.",3,1
Touga,Tenjou... Utena. ,3,1
Utena,I knew I shouldn't have worn this. ,3,1
Anthy,"I'm sorry, Utena-sama. ",3,1
Anthy,You look like you're embarrassing yourself in it for me.,3,1
Utena,"""Embarrassing?"" Really? ",3,1
Nanami,"It's so nice to have you here, Himemiya-sempai. ",3,1
Anthy,Nanami-san. ,3,1
Nanami,This dress looks really wonderful on you.,3,1
Anthy,Thank you. ,3,1
Nanami,"Since you're nominated, please come this way.",3,1
Utena,"A-ha, Himemiya does have a friend. ",3,1
Utena,"Well, besides you, of course. ",3,1
Touga,Wonderful! ,3,1
Touga,Even better than I imagined! ,3,1
Utena,"I don't know what you imagined, but this kind of thing doesn't suit me.",3,1
Touga,What are you saying? YOU are the true queen of our academy!,3,1
Touga,I'd be glad if I could have a dance with you in that dress.,3,1
Touga,I think we'd make a photogenic couple. ,3,1
girl,"Nanami-sama, she's come wearing the dress we sent her.",3,1
girl,It really suits her. ,3,1
Nanami,I will humiliate anyone who tries to steal my brother away from me.,3,1
Waiter,"Oh, I apologize, miss! ",3,1
Anthy,It's all right. ,3,1
Nanami,"My, my... You soaked the special dress which I so graciously sent you.",3,1
Nanami,It has a little problem when it gets wet.,3,1
Touga,"So, let's dance. ",3,1
Utena,Hold on there. ,3,1
Utena,"First off, this isn't my kind of party. ",3,1
Touga,"If not, why did you come? ",3,1
Utena,'Cause... ,3,1
Touga,'Cause...? ,3,1
Utena,You might be... ,3,1
Touga,I might be... what? ,3,1
Utena,Himemiya! ,3,1
Touga,Is this Nanami's doing? ,3,1
Touga,"What is she up to? Right when things were getting good, too...",3,1
Utena,Himemiya! ,3,1
Nanami,What's that? ,3,1
Anthy,Utena-sama! ,3,1
Utena,"Let's dance, Himemiya! ",3,1
Nanami,And everything was going according to plan... Who IS that girl?,3,1
Touga,Nanami! ,3,1
Touga,Don't carry your mischief too far. ,3,1
Nanami,Whatever do you mean? ,3,1
Nanami,"By the way, who's that girl dancing with Himemiya-san?",3,1
Touga,She's Tenjou Utena. ,3,1
Nanami,Tenjou Utena... ,3,1
Touga,"Yeah, she's something else. ",3,1
Touga,But how could she throw away the dress I sent her?,3,1
Nanami,My brother gave her a dress? ,3,1
Nanami,HER?! ,3,1
ED,Missing truth and forever ,3,1
ED,Kissing love and true your heart ,3,1
ED,Embrace me with your true arms ,3,1
ED,The key to open up tomorrow is reality ,3,1
ED,I want to keep on destroying lies. ,3,1
ED,"Even if we keep on talking, ",3,1
ED,you still won't ever see. ,3,1
ED,Excuses really suit adults ,3,1
ED,who hang on to old stories. ,3,1
ED,Because unchosen angels ,3,1
ED,have no need for wings. ,3,1
ED,"Missing truth and forever, ",3,1
ED,"Kissing love and true your heart, ",3,1
ED,I will like tomorrow's new me. ,3,1
ED,"At least I believe so; I want to believe it,",3,1
ED,so I want to keep lies hating me. ,3,1
OP,"Heroically, with bravery ",4,1
OP,"I'll go on with my life, ",4,1
OP,"just a long, long time. ",4,1
OP,But if the two of us should get split up,4,1
OP,"by whatever means, ",4,1
OP,"let go of me, ",4,1
OP,Take my revolution. ,4,1
Title,Utena - La Fillette Revolutionnaire ,4,1
OP,"In the sunny garden, we held each other's hands,",4,1
OP,"drew close together and soothed each other with the words,",4,1
OP,"""Neither of us will ever fall in love again.""",4,1
OP,Everytime ,4,1
OP,Into this photograph of us ,4,1
OP,"smiling cheek to cheek, ",4,1
OP,"I took a bit of loneliness, ",4,1
OP,and crammed it inside. ,4,1
OP,Revolution! ,4,1
OP,"Even in my dreams, even through my tears, ",4,1
OP,"even though I'm being hurt, ",4,1
OP,"reality is approaching now, frantically. ",4,1
OP,What I want now is to find out ,4,1
OP,"just where I belong, ",4,1
OP,"and my self-worth, up through today. ",4,1
OP,"Heroically, I'll throw away ",4,1
OP,"my clothes 'til I'm nude, ",4,1
OP,"like the roses dancing all around me, whirling free.",4,1
OP,But if the two of us should get split up,4,1
OP,"by whatever means, ",4,1
OP,"I swear to you, I will change the world. ",4,1
Utena,"So it's come to this, Micky... ",4,1
Miki,Yes. ,4,1
Miki,I have to get that music back. ,4,1
Miki,"Therefore, whatever it takes, I must have the Bride.",4,1
Utena,It suits you better to sit down at the piano.,4,1
Juri,Definitely. ,4,1
Miki,"The Rose Bride will be mine, ",4,1
Miki,even if I have to hurt you! ,4,1
Nanami,"You play the piano so wonderfully, Miki.",4,1
Nanami,You're the pride of our academy. ,4,1
Nanami,It was your performance that added grace to the party the other day.,4,1
Nanami,But why did you give up on the idea of entering the contest?,4,1
Nanami,The teachers were disappointed. ,4,1
Miki,This piano seems a bit out of tune. ,4,1
Nanami,Does it? ,4,1
Nanami,It was just tuned last week. ,4,1
Miki,"Well, then maybe it's me that needs tuning.",4,1
Nanami,"You always play this piece when you're alone, don't you?",4,1
Miki,This piece is my only reason for playing the piano.,4,1
Miki,I keep playing because I want a certain someone to hear this music.,4,1
Nanami,A certain someone? ,4,1
Miki,"But, I can't play this piece quite the way I'd like.",4,1
Miki,"No matter what I do, it just doesn't sound like it should.",4,1
Nanami,How could that be? ,4,1
Nanami,It sounds just fine to me. ,4,1
Nanami,The sound conveys your feelings well enough.,4,1
Miki,No one can play this piece without eternal beauty within themselves.,4,1
Nanami,And what's it called? ,4,1
